"GeoFIPS","GeoName","Region","ComponentId","ComponentName","IndustryId","IndustryClassification","Description","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","32","325","    Chemical products manufacturing",6571,6323,7496,6566,4592,6710,5495,7907,10315,9259,10785,10427,12733,15980,20719,20925,17965,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","33","326","    Plastics and rubber products manufacturing",321,305,319,361,321,310,286,379,427,403,469,360,376,373,442,392,360,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","34","42","  Wholesale trade",6706,7064,6849,7111,7312,7507,7653,8178,8789,9546,10187,10339,9834,10271,10676,11315,11658,12020
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","35","44-45","  Retail trade",8436,8975,9141,9280,9809,10321,10939,11219,11834,13459,13777,13343,13160,13424,13638,14171,14353,14741
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","36","48-49","  Transportation and warehousing",4213,4551,4562,4818,5176,5179,5511,5887,6324,7357,7940,8970,8478,8982,8894,9468,10200,10956
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","37","481","   Air transportation",279,284,278,265,224,254,284,316,357,316,414,398,385,427,424,434,455,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","38","482","   Rail transportation",311,355,354,371,362,348,368,390,415,467,468,534,463,491,526,624,674,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","39","483","   Water transportation",423,336,378,488,559,541,634,712,840,1378,1682,2242,2216,2166,2024,2226,2588,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","40","484","   Truck transportation",1071,1124,1204,1279,1308,1290,1333,1404,1478,1622,1617,1662,1557,1755,1816,1855,1884,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","41","485","   Transit and ground passenger transportation",183,197,195,190,203,205,240,262,223,194,174,193,195,215,245,262,278,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","42","486","   Pipeline transportation",231,380,397,273,358,353,372,346,356,406,501,609,540,701,636,670,705,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","43","487-488, 492","   Other transportation and support activities",1437,1560,1442,1608,1785,1776,1816,1930,2126,2470,2568,2757,2474,2643,2656,2828,3029,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","44","493","   Warehousing and storage",278,315,314,344,377,412,464,528,529,505,516,575,648,583,566,570,587,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","45","51","  Information",2556,2648,2771,2794,3104,3520,3638,4017,4268,4110,4469,4549,4176,4467,4276,4375,4578,4637
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","46","511","   Publishing industries, except Internet (includes software)",357,366,446,382,388,494,533,608,638,536,623,606,543,538,505,535,551,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","47","512","   Motion picture and sound recording industries",106,127,225,182,165,224,282,374,443,487,803,799,671,1017,993,1125,1376,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","48","515, 517","   Broadcasting and telecommunications",1959,1992,2005,2143,2403,2557,2569,2755,2950,2857,2872,2958,2789,2725,2503,2533,2473,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","49","518, 519","   Data processing, internet publishing, and other information services",135,163,95,87,147,246,254,280,237,230,172,186,173,186,275,182,178,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","50","52, 53","  Finance, insurance, real estate, rental, and leasing",15821,16628,17578,18890,19832,20316,20691,20811,21819,22766,24786,26091,26930,28339,30028,31256,32820,33351
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","51","52","   Finance and insurance",4267,4519,4901,5352,5555,5883,6096,6169,6665,6573,6791,6458,6468,6887,7120,7047,7532,7905
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","52","521-522","    Federal Reserve banks, credit intermediation, and related services",1913,2102,2488,2685,2754,2977,3070,2943,3119,3118,3250,2791,2608,2624,2663,2743,2987,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","53","523","    Securities, commodity contracts, and investments",433,417,389,415,554,529,458,474,593,602,536,390,517,550,534,600,648,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","54","524","    Insurance carriers and related activities",1901,1952,1948,2190,2166,2285,2444,2630,2845,2742,2871,3045,3117,3409,3581,3336,3414,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","55","525","    Funds, trusts, and other financial vehicles",20,48,75,62,82,92,123,122,108,111,134,231,227,304,343,368,484,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","56","53","   Real estate and rental and leasing",11555,12109,12678,13538,14276,14433,14595,14642,15154,16194,17995,19633,20462,21451,22908,24209,25288,25446
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","57","531","    Real estate",8781,9049,9733,10258,10478,10852,11104,11227,11473,11378,12967,14238,15388,15809,16745,17604,18286,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","58","532-533","    Rental and leasing services and lessors of intangible assets",2773,3059,2944,3280,3798,3581,3491,3414,3681,4816,5027,5395,5074,5642,6163,6605,7002,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","59","54, 55, 56","  Professional and business services",8706,8955,9318,9712,10218,10778,11166,11778,12576,14099,15408,17194,16546,17405,17359,18412,19274,20137
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","60","54","   Professional, scientific, and technical services",5218,5168,5396,5531,5697,6074,6249,6597,6724,7553,8349,9550,9136,9470,9679,10259,10662,11136
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","61","5411","    Legal services",1880,1792,1928,1946,2088,2106,2186,2244,2190,2280,2540,3066,2822,2804,2889,3052,3105,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","62","5415","    Computer systems design and related services",239,269,312,347,294,323,369,423,489,528,595,575,620,631,630,680,713,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","63","5412-5414, 5416-5419","    Miscellaneous professional, scientific, and technical services",3099,3107,3156,3238,3315,3645,3694,3931,4045,4745,5213,5910,5694,6035,6160,6527,6844,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","64","55","   Management of companies and enterprises",1320,1515,1484,1555,1604,1649,1675,1759,1914,1894,2083,2297,2274,2407,2405,2579,2810,2753
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","65","56","   Administrative and waste management services",2167,2272,2438,2626,2917,3055,3242,3421,3937,4652,4976,5347,5136,5527,5275,5574,5802,6248
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","66","561","    Administrative and support services",1795,1887,1993,2202,2459,2594,2758,2958,3366,3977,4303,4680,4448,4526,4490,4717,4921,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","67","562","    Waste management and remediation services",371,385,445,424,459,461,484,463,571,675,674,667,687,1001,785,857,881,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","68","61, 62","  Educational services, health care, and social assistance",8325,8069,8477,8826,9433,10157,10721,11426,11587,11864,12669,13902,14955,15686,15771,16313,16838,17790
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","69","61","   Educational services",843,889,955,993,1045,1141,1155,1252,1206,1216,1338,1497,1668,1793,1857,1920,1944,2009
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","70","62","   Health care and social assistance",7483,7180,7521,7833,8388,9016,9566,10173,10381,10648,11331,12406,13287,13893,13914,14393,14893,15781
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","71","621","    Ambulatory health care services",4264,3852,3980,4099,4378,4659,4887,5225,5270,5476,5766,6304,6676,7027,7051,7254,7464,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","72","622-623","    Hospitals and nursing and residential care facilities",2792,2880,3038,3179,3445,3738,3999,4243,4379,4403,4680,5073,5496,5700,5712,5971,6216,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","73","624","    Social assistance",427,448,503,556,565,618,680,705,732,769,884,1029,1116,1166,1151,1169,1214,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","74","71, 72","  Arts, entertainment, recreation, accommodation, and food services",5087,5205,5727,6173,6245,6676,6918,7229,7222,7142,7718,7917,8093,8435,8564,8852,9147,9629
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","75","71","   Arts, entertainment, and recreation",1807,1734,1935,2067,2005,2126,2247,2367,2358,2167,2424,2532,2270,2333,2288,2297,2354,2476
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","76","711-712","    Performing arts, spectator sports, museums, and related activities",457,506,612,589,590,664,802,845,868,751,913,1044,1129,1177,1145,1110,1137,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","77","713","    Amusements, gambling, and recreation industries",1350,1227,1322,1478,1415,1462,1445,1521,1490,1417,1511,1488,1140,1157,1143,1187,1217,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","78","72","   Accommodation and food services",3280,3471,3792,4107,4240,4550,4671,4862,4865,4975,5293,5385,5823,6102,6277,6555,6793,7153
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","79","721","    Accommodation",1109,1125,1236,1403,1413,1512,1439,1424,1479,1403,1547,1556,1812,1914,2009,2075,2173,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","80","722","    Food services and drinking places",2171,2346,2556,2703,2828,3038,3232,3438,3385,3571,3746,3829,4012,4187,4267,4480,4620,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","81","81","  Other services, except government",3094,3243,3345,3598,3474,3751,3753,3935,3973,4199,4368,4503,4586,4702,4666,4914,5105,5266
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","82","92"," Government",14573,15453,16126,16930,17801,19128,20539,21903,22623,22497,22784,24091,26160,27030,27658,27336,26742,26122
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","83","...","  Federal civilian",2235,2315,2419,2646,2698,2841,3047,3144,3177,3166,3203,3398,3491,3530,3493,3523,3351,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","84","...","  Federal military",1312,1315,1392,1438,1543,1773,2117,2222,2398,2260,2344,2531,2655,2982,3000,2911,2848,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","85","...","  State and local",11026,11823,12315,12845,13560,14513,15375,16537,17049,17071,17237,18161,20013,20518,21165,20902,20543,"(NA)"
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","86","11, 21","Natural resources and mining",11642,11384,11520,15940,18733,12765,14610,16032,18140,21983,22807,27588,22687,26049,29786,29585,27527,25444
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","87","42, 44-45","Trade",15142,16039,15991,16392,17121,17828,18592,19396,20623,23004,23964,23682,22994,23695,24315,25486,26012,26760
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","88","...","Transportation and utilities",7867,7878,8209,8662,8990,8599,9191,9882,10258,11570,12020,13204,12242,13393,13257,13012,14123,14933
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","89","...","Private goods-producing industries",36901,37431,39688,42273,44047,41043,52352,62247,85486,86692,81589,83714,74110,90005,95950,100732,92022,92770
"22000","Louisiana","5","200","Gross domestic product (GDP) by state","90","...","Private services-providing industries",66599,68664,71415,75048,78416,81627,84671,88474,92327,98755,105402,111042,110521,116120,118237,122620,127897,132504
"23000","Maine","1","200","Gross domestic product (GDP) by state","1","...","All industry total",30675,32177,34350,36684,38317,40050,41858,44617,46052,48175,49345,50166,50487,51681,52007,53180,54609,55838
"23000","Maine","1","200","Gross domestic product (GDP) by state","2","..."," Private industries",26339,27723,29631,31640,32967,34401,35873,38309,39454,41257,42168,42716,42934,44048,44520,45658,47062,48221
"23000","Maine","1","200","Gross domestic product (GDP) by state","3","11","  Agriculture, forestry, fishing, and hunting",521,605,630,677,647,585,623,678,677,754,734,702,643,767,760,778,806,829
"23000","Maine","1","200","Gross domestic product (GDP) by state","4","111-112","   Farms",200,270,276,300,290,244,263,301,290,306,318,305,264,343,346,337,389,"(NA)"
"23000","Maine","1","200","Gross domestic product (GDP) by state","5","113-115","   Forestry, fishing, and related activities",321,336,354,377,357,341,360,377,387,449,416,397,380,424,414,441,418,"(NA)"
"23000","Maine","1","200","Gross domestic product (GDP) by state","6","21","  Mining",4,5,6,6,7,8,7,8,8,10,12,18,9,9,8,10,10,8
"23000","Maine","1","200","Gross domestic product (GDP) by state","7","211","   Oil and gas extraction","(L)",0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,"(NA)"
"23000","Maine","1","200","Gross domestic product (GDP) by state","8","212","   Mining, except oil and gas",3,4,6,6,7,8,7,8,8,10,9,13,9,8,7,10,9,"(NA)"
"23000","Maine","1","200","Gross domestic product (GDP) by state","9","213","   Support activities for mining",1,"(L)","(L)","(L)","(L)","(L)","(L)","(L)",0,0,0,"(L)","(L)",1,1,1,1,"(NA)"
"23000","Maine","1","200","Gross domestic product (GDP) by state","10","22","  Utilities",805,710,752,649,795,718,693,748,748,846,905,857,888,948,909,879,936,987
"23000","Maine","1","200","Gross domestic product (GDP) by state","11","23","  Construction",1218,1407,1645,1828,1973,2049,2256,2459,2540,2551,2462,2252,2149,2097,2145,2188,2282,2309
"23000","Maine","1","200","Gross domestic product (GDP) by state","12","31-33","  Manufacturing",4531,4402,4844,5294,4674,4514,4537,4927,5096,5226,5461,5420,5430,5524,5279,5380,5107,5099
"23000","Maine","1","200","Gross domestic product (GDP) by state","13","...","   Durable goods manufacturing",1917,1797,2035,2313,2146,2070,2182,2485,2566,2493,2509,2472,2492,2623,2538,2349,2455,2523
